"Dam Name","Other Names","Former Names","NID ID","Other Structure ID","Federal ID","Owner Names","Owner Types","Primary Owner Type","Number of Associated Structures","Is Associated Structure?","Designer Names","Non-Federal Dam on Federal Property","Primary Purpose","Purposes","Source Agency","State or Federal Agency ID","Latitude","Longitude","State","County","City","Distance to Nearest City (Miles)","River or Stream Name","Congressional District","State Regulated Dam","State Jurisdictional Dam","State Regulatory Agency","State Permitting Authority","State Inspection Authority","State Enforcement Authority","Federally Regulated Dam","Federal Agency Owners","Federal Agency Involvement Funding","Federal Agency Involvement Design","Federal Agency Involvement Construction","Federal Agency Involvement Regulatory","Federal Agency Involvement Inspection","Federal Agency Involvement Operation","Federal Agency Involvement Other","Built Under the Authority of the Secretary of Agriculture","NRCS Watershed Dam Authorization","Primary Dam Type","Dam Types","Core Types","Foundation","Dam Height (Ft)","Hydraulic Height (Ft)","Structural Height (Ft)","NID Height (Ft)","NID Height Category","Dam Length (Ft)","Volume (Cubic Yards)","Year Completed","Year Completed Category","Years Modified","NID Storage (Acre-Ft)","Max Storage (Acre-Ft)","Normal Storage (Acre-Ft)","Surface Area (Acres)","Drainage Area (Sq Miles)","Max Discharge (Cubic Ft/Second)","Spillway Type","Spillway Width (Ft)","Number of Locks","Length of Locks (ft)","Lock Width (Ft)","Length of Secondary Lock (Ft)","Secondary Lock Width (Ft)","Outlet Gate Type","Data Last Updated","Last Inspection Date","Inspection Frequency","Hazard Potential Classification","Condition Assessment","Condition Assessment Date","EAP Prepared","EAP Last Revision Date","Website URL","Operational Status","Operational Status Date","Inundation Maps Added to NID?","American Indian/Alaska Native/Native Hawaiian"
"El Centro Water Purification Plant","","","CA01136","","CA01136","City of El Centro","Local Government","Local Government","0","No","","No","Water Supply","Water Supply","California","2016","32.7667","-115.5626","California","Imperial","","","Offstream","California, Congressional District 25","Yes","Yes","DWR, Division of Safety of Dams","Yes","Yes","Yes","No","","","","","","","","","No","N/A","Earth","Earth","","","13","","10","13","Less than 25 feet","3430","109000","1956","1950-1959","","126.61","126.61","","3.52","","","","","","","","","","","2022-12-23","2022-03-29","1","High","Fair","2017-09-01","Yes","2020-09-01","https://damsafety.org/california","Under Investigation, Planning, Permitting, or Design for Remediation","2023-02-22","No",""
"Sycamore","","","CA00800","","CA00800","Riverside County Flood Control and Water Conservation District","Local Government","Local Government","0","No","","No","Flood Risk Reduction","Flood Risk Reduction","California","1003.005","33.9547","-117.3434","California","Riverside","City of Riverside","0","Sycamore Canyon","California, Congressional District 39","Yes","Yes","DWR, Division of Safety of Dams","Yes","Yes","Yes","No","","","","","","","","","No","N/A","Earth","Earth","","","63","","53","63","51-100 feet","620","95000","1956","1950-1959","","1150","1150","","57","10.700000000000001","","","","","","","","","","2022-12-23","2022-04-21","1","High","Satisfactory","2017-09-01","Yes","2013-10-31","https://damsafety.org/california","Normal Operations","2023-02-22","No",""
"Crocker","","","CA00672","","CA00672","Town of Hillsborough","Local Government","Local Government","0","No","","No","Water Supply","Water Supply;Irrigation","California","2014","37.5644","-122.3738","California","San Mateo","Hillsborough","0.5","Sanchez Creek","California, Congressional District 15","Yes","Yes","DWR, Division of Safety of Dams","Yes","Yes","Yes","No","","","","","","","","","No","N/A","Earth","Earth","","","45","","36","45","25-50 feet","200","11000","1890","Before 1900","","22","22","","2","0.26","","","","","","","","","","2022-12-23","2022-06-23","1","High","Satisfactory","2017-09-01","Yes","2021-11-30","https://damsafety.org/california","Normal Operations","2023-02-22","No",""
"Mills","","","CA00603","","CA00603","Private Entity","Private","Private","0","No","","No","Water Supply","Water Supply;Irrigation","California","457","38.499900000000004","-121.10860000000001","California","Sacramento","","","Tr Cosumnes Rv","California, Congressional District 06","Yes","Yes","DWR, Division of Safety of Dams","Yes","Yes","Yes","No","","","","","","","","","No","N/A","Earth","Earth","","","23","","19","23","Less than 25 feet","1050","20000","1952","1950-1959","","195","195","","23","0.33","","","","","","","","","","2022-12-23","2022-01-31","1","High","Satisfactory","2017-09-01","No","","https://damsafety.org/california","Normal Operations","2023-02-22","No",""
"Mast","","","CA00972","","CA00972","Private Entity","Private","Private","0","No","","No","Water Supply","Water Supply;Irrigation","California","1380","39.6659","-123.5284","California","Mendocino","","","Tr Cahto Creek","California, Congressional District 02","Yes","Yes","DWR, Division of Safety of Dams","Yes","Yes","Yes","No","","","","","","","","","No","N/A","Earth","Earth","","","85","","80","85","51-100 feet","580","122000","1963","1960-1969","","380","380","","14","0.14","","","","","","","","","","2022-12-23","2022-06-08","1","Significant","Satisfactory","2017-09-01","No","","https://damsafety.org/california","Normal Operations","2023-02-22","No",""
"Ice Lakes","","","CA00971","","CA00971","Sierra Lakes County Water District","Public Utility","Public Utility","0","No","","No","Water Supply","Water Supply;Recreation","California","1324","39.2935","-120.38300000000001","California","Placer","","","Serena Creek","California, Congressional District 03","Yes","Yes","DWR, Division of Safety of Dams","Yes","Yes","Yes","No","","","","","","","","","No","N/A","Gravity","Gravity","","","12","","10","12","Less than 25 feet","40","91","1942","1940-1949","","220","220","","75","2","","","","","","","","","","2022-12-23","2021-09-08","0.5","Low","Satisfactory","2017-09-01","Not Required","","https://damsafety.org/california","Normal Operations","2023-02-22","No",""
"Live Oak Reservoir","","","CA01084","","CA01084","Metropolitan Water District Of Southern California","Public Utility","Public Utility","0","No","","No","Water Supply","Water Supply","California","35.013","34.1395","-117.75420000000001","California","Los Angeles","La Verne","0","Tr Marshall Cr","California, Congressional District 31","Yes","Yes","DWR, Division of Safety of Dams","Yes","Yes","Yes","No","","","","","","","","","No","N/A","Earth","Earth","","","105","","96","105","Greater than 100 feet","3000","1150000","1975","1970-1979","","2500","2500","","77","0.17","","","","","","","","","","2022-12-23","2021-12-07","1","High","Satisfactory","2017-09-01","Yes","2019-04-25","https://damsafety.org/california","Normal Operations","2023-02-22","No",""
"Soulajule","","","CA01083","","CA01083","Marin Municipal Water District","Public Utility","Public Utility","0","No","","No","Water Supply","Water Supply","California","33.009","38.152300000000004","-122.78150000000001","California","Marin","","","Arroyo Sausal","California, Congressional District 02","Yes","Yes","DWR, Division of Safety of Dams","Yes","Yes","Yes","No","","","","","","","","","No","N/A","Earth","Earth","","","122","","110","122","Greater than 100 feet","700","730000","1979","1970-1979","","10700","10700","","310","18.7","","","","","","","","","","2022-12-23","2021-10-21","1","High","Satisfactory","2017-09-01","Yes","2018-12-31","https://damsafety.org/california","Normal Operations","2023-02-22","No",""
"Buena Vista","","","CA00717","","CA00717","J.G. Boswell Company and Tenneco West","Private","Private","0","No","","No","Water Supply","Water Supply;Irrigation","California","732","35.188700000000004","-119.2355","California","Kern","","","Offstream","California, Congressional District 20","Yes","Yes","DWR, Division of Safety of Dams","Yes","Yes","Yes","No","","","","","","","","","No","N/A","Earth","Earth","","","20","","15","20","Less than 25 feet","33000","695700","1890","Before 1900","","205000","205000","","24000","373","","","","","","","","","","2022-12-23","2022-05-18","1","Significant","Satisfactory","2017-09-01","No","","https://damsafety.org/california","Normal Operations","2023-02-22","No",""
"Laurel Creek","","","CA00901","","CA00901","City of San Mateo","Local Government","Local Government","0","No","","No","Flood Risk Reduction","Flood Risk Reduction","California","1070","37.526700000000005","-122.319","California","San Mateo","San Mateo","0.5","Laurel Creek","California, Congressional District 15","Yes","Yes","DWR, Division of Safety of Dams","Yes","Yes","Yes","No","","","","","","","","","No","N/A","Earth","Earth","","","40","","35","40","25-50 feet","287","134000","1969","1960-1969","","55","55","","3","0.9","","","","","","","","","","2022-12-23","2022-06-22","1","High","Satisfactory","2017-09-01","Yes","2021-07-19","https://damsafety.org/california","Normal Operations","2023-02-22","No",""
"Lema","","","CA00937","","CA00937","The McConnell Foundation","Private","Private","0","No","","No","Water Supply","Water Supply;Irrigation","California","1225","40.5979","-122.3341","California","Shasta","Redding","0.4","Tr Churn Creek","California, Congressional District 01","Yes","Yes","DWR, Division of Safety of Dams","Yes","Yes","Yes","No","","","","","","","","","No","N/A","Earth","Earth","","","31","","27","31","25-50 feet","516","20000","1957","1950-1959","","108","108","","14","0.22","","","","","","","","","","2022-12-23","2022-02-10","0.5","Low","Satisfactory","2017-09-01","Not Required","","https://damsafety.org/california","Normal Operations","2023-02-22","No",""
"Chabot","","","CA00165","","CA00165","East Bay Municipal Utility District","Public Utility","Public Utility","0","No","","No","Water Supply","Water Supply","California","31.005","37.7297","-122.12280000000001","California","Alameda","San Lenardo, CA","0.5","San Leandro Creek","California, Congressional District 12","Yes","Yes","DWR, Division of Safety of Dams","Yes","Yes","Yes","No","","","","","","","","","No","N/A","Earth","Earth","","","142","","119","142","Greater than 100 feet","450","622000","1892","Before 1900","","10281","10281","","340","41.4","","","","","","","","","","2022-12-23","2022-09-14","1","High","Satisfactory","2017-09-01","Yes","2020-01-10","https://damsafety.org/california","Normal Operations","2023-02-22","No",""
"Ferrario","","","CA00626","","CA00626","Private Entity","Private","Private","0","No","","No","Water Supply","Water Supply;Irrigation","California","506","38.188","-120.9175","California","Calaveras","","","Tr Bear Creek","California, Congressional District 05","Yes","Yes","DWR, Division of Safety of Dams","Yes","Yes","Yes","No","","","","","","","","","No","N/A","Earth","Earth","","","25","","21","25","25-50 feet","900","44000","1955","1950-1959","","250","250","","32","1.1300000000000001","","","","","","","","","","2022-12-23","2022-05-26","1","High","Satisfactory","2017-09-01","No","","https://damsafety.org/california","Normal Operations","2023-02-22","No",""
"Emery","","","CA00618","","CA00618","M-24 Ranch Association","Private","Private","0","No","","No","Water Supply","Water Supply;Tailings","California","491","38.248400000000004","-120.50380000000001","California","Calaveras","","","Mckinneys Creek","California, Congressional District 05","Yes","Yes","DWR, Division of Safety of Dams","Yes","Yes","Yes","No","","","","","","","","","No","N/A","Earth","Earth","","","53","","47","53","51-100 feet","505","25000","1850","Before 1900","","630","630","","30","0.62","","","","","","","","","","2022-12-23","2022-04-13","0.5","Low","Satisfactory","2017-09-01","Not Required","","https://damsafety.org/california","Normal Operations","2023-02-22","No",""
"Branham Flat","","","CA00524","","CA00524","Mapes Ranch, Inc.","Private","Private","0","No","","No","Water Supply","Water Supply;Irrigation","California","249.003","40.7289","-120.5146","California","Lassen","","","Branham Creek","California, Congressional District 01","Yes","Yes","DWR, Division of Safety of Dams","Yes","Yes","Yes","No","","","","","","","","","No","N/A","Earth","Earth","","","20","","17","20","Less than 25 feet","200","0","1880","Before 1900","","1200","1200","","125","8","","","","","","","","","","2022-12-23","2022-06-29","0.5","Low","Satisfactory","2017-09-01","Not Required","","https://damsafety.org/california","Normal Operations","2023-02-22","No",""
"Horse Lake","","","CA00521","","CA00521","Snow Storm Ranch","Private","Private","0","No","","No","Water Supply","Water Supply;Recreation","California","245","40.680600000000005","-120.3891","California","Lassen","","","Snowstorm Creek","California, Congressional District 01","Yes","Yes","DWR, Division of Safety of Dams","Yes","Yes","Yes","No","","","","","","","","","No","N/A","Earth","Earth","","","12","","7","12","Less than 25 feet","1200","4000","1912","1910-1919","","75","75","","34","16.65","","","","","","","","","","2022-12-23","2021-09-09","0.5","Low","Satisfactory","2017-09-01","Not Required","","https://damsafety.org/california","Normal Operations","2023-02-22","No",""
"Relief","","","CA00390","","CA00390","Pacific Gas and Electric Company","Private","Private","1","No","","Yes","Hydroelectric","Hydroelectric","Federal Energy Regulatory Commission","02130-03-01","38.2812","-119.7337","California","Tuolumne","Baker Station                                     ","4","Summit Creek                  ","California, Congressional District 05","Yes","Yes","DWR, Safety of Dams","Yes","Yes","Yes","Yes","","","","","Federal Energy Regulatory Commission","Federal Energy Regulatory Commission","","","No","N/A","Rockfill","Rockfill;Masonry","","","140","","","140","Greater than 100 feet","560","","1909","1900-1909","","15600","15554","15600","223","","13600","Uncontrolled","63","","","","","","","2024-09-04","2023-10-04","1","High","Poor","2024-05-16","Yes","2022-12-30","https://www.ferc.gov/dam-safety-and-inspections","Under Remediation","2024-07-25","No",""
"Maria","","","CA01468","","CA01468","Studley Company","Private","Private","0","No","","No","Water Supply","Water Supply;Irrigation","California","577","37.706","-121.5338","California","San Joaquin","Tracy","0.1","Unnamed Stream","California, Congressional District 09","Yes","Yes","DWR, Division of Safety of Dams","Yes","Yes","Yes","No","","","","","","","","","No","N/A","Earth","Earth","","","48","","44","48","25-50 feet","610","160896","2003","Since 2000","","277","277","","17","3.5","","","","","","","","","","2022-12-23","2021-10-26","1","High","Satisfactory","2017-09-01","Yes","2022-06-13","https://damsafety.org/california","Normal Operations","2023-02-22","No",""
"Svcsd Reclamation Pond 1","","","CA01407","","CA01407","Sonoma County Water Agency","Local Government","Local Government","0","No","","No","Water Supply","Water Supply;Other;Irrigation","California","1002.009","38.219","-122.3904","California","Sonoma","","","Offstream","California, Congressional District 04","Yes","Yes","DWR, Division of Safety of Dams","Yes","Yes","Yes","No","","","","","","","","","No","N/A","Earth","Earth","","","17","","14","17","Less than 25 feet","3437","0","1990","1990-1999","","166","166","","11","","","","","","","","","","","2024-02-22","2021-11-30","1","Significant","Satisfactory","2017-09-01","Yes","2022-04-18","https://damsafety.org/california","Normal Operations","2023-02-22","Yes",""
"Lytton","","","CA01042","","CA01042","Lytton Rancheria of California","Private","Private","0","No","","No","Water Supply","Water Supply;Irrigation","California","2424","38.6479","-122.8746","California","Sonoma","Simi","0.7000000000000001","Tr Russian Rv","California, Congressional District 02","Yes","Yes","DWR, Division of Safety of Dams","Yes","Yes","Yes","No","","","","","","","","","No","N/A","Earth","Earth","","","34","","30","34","25-50 feet","275","21000","1956","1950-1959","","410","410","","31","0.17","","","","","","","","","","2024-02-22","2022-06-01","1","High","Satisfactory","2017-09-01","Yes","2019-08-09","https://damsafety.org/california","Normal Operations","2023-02-22","Yes",""
